review_id,order_id,customer_id,product_id,ratings,review_title,review_comment_message,review_creation_date,review_answer_time
RVW0017,28c04306e978f12f75bf6d7a989a4ccf,1964a80794004a2f2456740630cc3b9d,PRO006,2.0,Useless product,"The quality was so poor, I'm dissappointed, never ordering from here",2020-08-27 08:14:21,2020-08-28 08:14:21
RVW0018,555256eeec3c2ec4e64208bfad2ed800,520197ec7846ba49b688f810b5639b47,PRO007,4.0,wesome,No 1 product...no doubt,2020-12-23 10:23:28,2020-12-23 22:23:28
RVW0019,04453a84ff0126fdc05079cf18a34890,03b243d7ac6a467982044dd9dddb4d68,PRO007,3.0,moderate,"Authentic product received , great price",2020-07-25 12:07:30,2020-07-29 12:07:30
RVW0020,241d32c9a01951afcb78c68daeaae996,d56e7f4b619c4e92bb318fb9543d0015,PRO008,3.0,Nice,"Timely and safely delivered, nice job",2020-02-16 18:24:50,2020-02-19 18:24:50
RVW0021,b87fe5d7b7ff3d5f135a9b883610606a,b7594fafdd45711b75ec17b8d3585215,PRO008,3.0,wesome,packaging was great ... a budget deal.,2020-07-02 08:28:59,2020-07-06 08:28:59
RVW0022,f6bc8c7b31f02638a377f399f2bd201f,07eaf59cf37435b71d43ff7153438708,PRO009,3.0,Just Okay,I loved dis product it's very nice and fast delivery and the boy who delivered he was also so gud,2020-03-25 20:27:36,2020-03-28 20:27:36
RVW0023,55c9cfabdee5ea72c34f3861da9e817f,ea4719ed8756aadd5f9a15cf0f38eb54,PRO009,4.0,Worth every penny,Excellent quality product very satisfied with the overall experience.,2020-04-07 07:49:23,2020-04-08 07:49:23
RVW0024,aba17b8bf8ad8249a87ff4c21a5569b9,b567379ff604724e8cd07c7ea01239c6,PRO009,1.0,Slightly disappointed,"Rubbish product, there is no support from your side.I have raised issue with you four time but there is no result and not satisfactory answer from your side.",2020-01-25 09:53:05,2020-01-28 09:53:05
RVW0025,37d4f4fa2c96f2b37291fbb0e85ff90e,73d4bf798b5fb0949f37e05e44ce606b,PRO010,4.0,ind-blowing purchase,I got the prouduct with great deal. Nice packaging. Fast delivery,2020-03-26 06:10:58,2020-03-28 06:10:58
RVW0026,4dd4745f66dc08de8b825edf6155ce4b,c3653793974511b2f70c95d60b2ebd75,PRO010,4.0,Terrific,I'm happy with this product,2020-05-06 10:27:46,2020-05-07 10:27:46
RVW0027,a05d9f0572c423875de7dd4d2c24e34a,c49deff8ee26f5749017d2f8ad810b1b,PRO011,5.0,Terrific purchase,"Very good quality product, got a nice deal and was delivered on time.",2020-03-14 04:15:25,2020-03-18 04:15:25
RVW0028,53b48de8c162b1a00ace27c3c0a9b148,a4cf14fbb8f3f98e90b586ff7fc19c01,PRO011,4.0,Really Nice,Full value for money product.,2020-08-08 19:15:49,2020-08-09 19:15:49
RVW0029,3c5261ee6c155b81e82cb5cdc60b045f,1d4141882e86028ee4751bb58410b53a,PRO011,5.0,Excellent,The product is really amazing ❤️In love with the product,2020-07-30 02:50:11,2020-07-31 02:50:11
RVW0030,7692d9058f8ce2c30f96713424aa3b12,75b8fb170128aac9596ec842cf844c23,PRO012,3.0,Does the job,"Tihs product, amazing excellent fantastic super and 2 good",2020-12-24 11:31:04,2020-12-27 11:31:04
RVW0031,afdc19847d2b39afa2d82a35ec730571,ccbf0a0971182805a8c2ea16cc185544,PRO012,4.0,Does the job,Full value for money product.,2020-05-23 03:30:54,2020-05-27 03:30:54
RVW0032,b788267177aac63aeb5b805af8edd8df,0dac51956c3a8a3282f5bc4e387dcc12,PRO013,5.0,Brilliant,Excellent quality product very satisfied with the overall experience.,2020-02-19 02:48:43,2020-02-20 02:48:43
RVW0033,c75a90e6201220dc506387228d8e0e54,2572738e77279aaac9c5c15620166859,PRO013,3.0,ind-blowing purchase,Thanks for the delivery awesome service by delivery man,2020-07-15 09:41:54,2020-07-17 09:41:54
RVW0034,47a3f2cb969f3d798bf29b6c5922490a,72dc9948f6e570763c3ce7cf97342a1d,PRO013,4.0,Super!,Nice and fast delivery within the promise time. The highlight is open delivery so we can cross check while delivery the product and no Plastic bags for packing..,2020-04-08 01:19:07,2020-04-09 01:19:07
RVW0035,5b67d5593db6802b11d266e3c4d0e0b1,41bd8f0bd48218356c5a35614de0465a,PRO014,4.0,Wonderful,totally satisfied with this product and with courier service also..,2020-07-26 13:52:03,2020-07-30 13:52:03
RVW0036,5b67d5593db6802b11d266e3c4d0e0b1,41bd8f0bd48218356c5a35614de0465a,PRO039,1.0,Terrible product,Delivery was very late,2020-07-25 13:52:03,2020-07-28 13:52:03
RVW0037,711526597d2e1f1b5ee9bf5c4af2c4cf,0a935f8f879384605489d624e6668dac,PRO014,2.0,Not good,"Not so great product, could be better.",2020-08-12 22:36:19,2020-08-16 22:36:19
RVW0038,b025c63f2b137f993c1978609f2590b9,8ad7db0c3b18dfe6180e0c59fae53d1b,PRO014,3.0,Worth the money,The product is really amazing ❤️In love with the product,2020-04-14 10:49:08,2020-04-18 10:49:08
RVW0039,8484c5fe4c5e00deaa868795d62d1db9,44ac2f795d5c5ecfdfabe89cb214cdfc,PRO015,2.0,Not recommended at all,Dont even deserve a rating,2020-09-29 00:37:57,2020-10-03 00:37:57
RVW0040,0b9b1c5bbb14862e0e96660280048b04,f484d469c4f4d363ab8df9af2f2bea08,PRO015,1.0,Expected a better product,"Very poor service, the condition of the product when delivered was abyssmal",2020-06-13 18:34:15,2020-06-16 18:34:15
RVW0041,a3a579880b2150c79c81e0c5b75beb79,a317ceb88dae0225f3f124112ec44808,PRO016,5.0,Nice product,The product is incredible in nature.... Just thanks for offering a nice deal for this product,2020-05-20 23:13:49,2020-05-23 23:13:49
RVW0042,9df4de8d3f1b15175f64dcfce276ee9b,89c1a5468ace3f798921747d80c7a7bd,PRO016,4.0,Excellent,Excellent quality product very satisfied with the overall experience.,2020-03-24 02:16:42,2020-03-27 02:16:42
RVW0043,186e57039f508947e4bdc91cf933b1bf,81d403f18add253c6ed54f5105cf07c1,PRO016,2.0,bad quality,"Very poor Quality, expected better.",2020-11-01 14:19:11,2020-11-02 14:19:11
RVW0044,5efc0b7fe9df7f0c567404abaa4d25fc,8ad7eb18994a144bdc93494bf6bcbe36,PRO017,5.0,Really Nice,"What an amazing quality product at such a great price, would recommend 10/10..",2020-04-07 20:56:25,2020-04-11 20:56:25
RVW0045,73359e88646e3c2572f97ecc95ada233,09aef328f0ac5a281ab557b909c24401,PRO017,5.0,Awesome,"Tihs product, amazing excellent fantastic super and 2 good",2020-12-02 19:12:10,2020-12-04 19:12:10
RVW0046,17635bd7488306e5da70e0c945e5fe83,1d27c6ba146cd92a1831a57346065da5,PRO018,5.0,Worth the money,I'm happy with this product,2020-08-22 05:01:54,2020-08-24 05:01:54
RVW0047,17635bd7488306e5da70e0c945e5fe83,1d27c6ba146cd92a1831a57346065da5,PRO042,4.0,moderate,I got the prouduct with great deal. Nice packaging. Fast delivery,2020-08-27 05:01:54,2020-08-28 05:01:54
RVW0048,c1dc2aa07165a0844cc6a68cebfeae67,f7a77c7648c5a144d3f6d3ed2b880f31,PRO018,1.0,Unsatisfactory,"Very poor service, the condition of the product when delivered was abyssmal",2020-03-20 22:57:38,2020-03-21 10:57:38
RVW0049,5850e8784a0cbe5e3e5c0d7ccd5ccef7,16378b14d4514c8c6c6821a4daa09ff8,PRO018,5.0,Must buy!,I got the prouduct with great deal. Nice packaging. Fast delivery,2020-04-25 11:58:06,2020-04-28 11:58:06
RVW0050,fa39ee12a50a33fd85d39ba672ca300e,5a43ccaa10dea378cbc7a14c9e56405d,PRO018,5.0,Great product,I got the prouduct with great deal. Nice packaging. Fast delivery,2020-07-30 22:25:36,2020-08-02 22:25:36
RVW0051,46a679ffe9f1dfbb33d7e6795a2ed65e,c0e3cfb4fa98e3cc869c637ae3c1f409,PRO019,3.0,ind-blowing purchase,"Great product, must buy",2020-05-14 20:59:53,2020-05-18 20:59:53
RVW0052,761504d99664606c4c83458bc89144a2,387183c2d8b0450043d97f07d42fd8d0,PRO019,4.0,xcellent,Nice and fast delivery within the promise time. The highlight is open delivery so we can cross check while delivery the product and no Plastic bags for packing..,2020-07-24 21:21:33,2020-07-27 21:21:33
RVW0053,10ccabd86a31f6939bd6b0eb1bbb1c67,80aa2d8185eda2594527f4f2e59769e5,PRO019,3.0,Nice product,The product is incredible in nature.... Just thanks for offering a nice deal for this product,2020-03-03 13:48:43,2020-03-04 13:48:43
RVW0054,ed9bc2af2e1ae9d510b862314efd8e72,a06cecaf0e4ef892030e9938afddebbf,PRO019,3.0,Highly recommended,packaging was great ... a budget deal.,2020-04-29 16:11:01,2020-04-30 16:11:01
RVW0055,765077a5aa4353d785afcdccc40cbfd9,973a00fde4f53076b6eb120482a4a76a,PRO020,5.0,Good,"Great product, must buy",2020-05-13 21:46:10,2020-05-16 21:46:10
RVW0056,765077a5aa4353d785afcdccc40cbfd9,973a00fde4f53076b6eb120482a4a76a,PRO809,4.0,Wonderful,Full value for money product.,2020-05-19 21:46:10,2020-05-22 21:46:10
RVW0057,2f7b0d36ffcaf0277583329ded34c97d,591a5073a1a1ba93697460e7b802558a,PRO020,1.0,Not good,"Was very excited when I ordered, but it has disappointed me so much, dont buy this",2020-03-24 10:44:39,2020-03-28 10:44:39
RVW0058,ef160b1ef2464ef2521274c790ee0cef,fa3cfaab1954c94fa7e728c5f3aba9ce,PRO021,4.0,Must buy!,I'm happy with this product,2020-10-02 20:07:49,2020-10-05 20:07:49
RVW0059,85eb2a6b95fb63038d835a7b235b47d0,d43a38a1b87c85d51d3c00ab2dd19390,PRO021,3.0,Really Nice,Excellent quality product very satisfied with the overall experience.,2020-06-21 01:50:30,2020-06-21 13:50:30
RVW0060,b2a3423735119b088bc62dd62cf053a8,8b46fef28148846b62971ed30ffee02b,PRO022,2.0,Could be way better,"Expensive and old product, not worth it",2020-08-20 18:06:07,2020-08-21 18:06:07
RVW0061,b2a3423735119b088bc62dd62cf053a8,8b46fef28148846b62971ed30ffee02b,PRO604,1.0,Useless product,"Rubbish product, there is no support from your side.I have raised issue with you four time but there is no result and not satisfactory answer from your side.",2020-08-19 18:06:07,2020-08-20 06:06:07
RVW0062,7bd9450970b012adae7125eaca6c0df4,4f31c34bf33334525417bab91b4794da,PRO022,2.0,Horrible,"Not so great product, could be better.",2020-07-31 03:00:27,2020-08-02 03:00:27
RVW0063,3802047602d091427dee04863e71fe21,a1af4ccd7d8b4451112f2df8c61d0ba3,PRO022,4.0,Super!,Excellent quality product very satisfied with the overall experience.,2020-04-16 01:19:18,2020-04-20 01:19:18
RVW0064,d7f6ace2a350940d10999a89ceb44d72,98e291daf328c08849cb0369cd861a14,PRO023,5.0,Wonderful,It's cost is available in my budget and this is amazing product,2020-01-23 06:02:19,2020-01-25 06:02:19
RVW0065,85e84e0247a114a9d610cb0a24710ad3,0c3f40c66cabb9f44ca7431b719f37b0,PRO023,3.0,pretty good,Thank uu guys m happy with the service and delivery service is too good thanx again,2020-08-14 10:22:05,2020-08-15 10:22:05
RVW0066,69eb180c9de9dcddefe8a3e8a7ce8016,b3e20bc2f01a785db7cf2ca23a0929fd,PRO024,5.0,Value-for-money,packaging was great ... a budget deal.,2020-06-10 01:32:32,2020-06-13 01:32:32
RVW0067,c870ae4db3d62818f9d3e7ebdf617831,32f650989ca6a9f8b3e62ae45d03a208,PRO024,3.0,Delightful,The product is incredible in nature.... Just thanks for offering a nice deal for this product,2020-06-14 11:40:31,2020-06-18 11:40:31
RVW0068,082143e4f5f63e4e768aa4d5c70d0d02,b8b9cd163d230f13301c8ece6f71eb58,PRO024,4.0,Great product,The product is incredible in nature.... Just thanks for offering a nice deal for this product,2020-06-30 10:34:06,2020-07-03 10:34:06
RVW0069,0b9a8b8e703c7c54c11e7f2a057d3cfc,09451703baf04a7c8144b467d5e0ff69,PRO024,4.0,could be way better,I am thankful to flipkart for this wonderful order .its an amazing product .very nice packaging,2020-03-26 02:27:22,2020-03-30 02:27:22
RVW0070,ed836a8fccba401754e0b283c9b32f09,216a6db6f1a98e8e2ba140b34bf17d8a,PRO024,2.0,Slightly disappointed,"Very poor service, the condition of the product when delivered was abyssmal",2020-11-28 22:22:10,2020-12-02 22:22:10
RVW0071,b547e3cf7b2399609a4ed02ad7e87f4d,1e442ae42cba4e82336cb1c367c7b75d,PRO025,5.0,Really magical.. :),Nice and fast delivery within the promise time. The highlight is open delivery so we can cross check while delivery the product and no Plastic bags for packing..,2020-03-14 08:26:17,2020-03-16 08:26:17
RVW0072,82bda23fb0584ed5750d372e9b597e4d,3aa3e26fcdda0a303465cf3472bd2248,PRO025,5.0,Great product,Nice and fast delivery within the promise time. The highlight is open delivery so we can cross check while delivery the product and no Plastic bags for packing..,2020-03-16 06:08:04,2020-03-18 06:08:04
RVW0073,82bda23fb0584ed5750d372e9b597e4d,3aa3e26fcdda0a303465cf3472bd2248,PRO465,5.0,Excellent,totally satisfied with this product and with courier service also..,2020-03-12 06:08:04,2020-03-14 06:08:04
RVW0074,82bda23fb0584ed5750d372e9b597e4d,3aa3e26fcdda0a303465cf3472bd2248,PRO693,3.0,Best in the market!,"Tihs product, amazing excellent fantastic super and 2 good",2020-03-17 06:08:04,2020-03-19 06:08:04
RVW0075,507f674d79323515c23139e1b0efdb4a,c9c09e59a1ee564817c859175707a123,PRO025,3.0,moderate,It's cost is available in my budget and this is amazing product,2020-05-19 20:57:04,2020-05-23 20:57:04
RVW0076,90d2bbc31356e711e2fe7b0b78181687,ef9e9829c11b679fb79e7166ec9a85dc,PRO025,3.0,ind-blowing purchase,Thanks for the delivery awesome service by delivery man,2020-01-27 03:48:00,2020-01-30 03:48:00
RVW0077,f3f13f75c34a679c5006108acf61e0da,b7512df210374933320f8e821ad55455,PRO026,3.0,Terrific purchase,I loved dis product it's very nice and fast delivery and the boy who delivered he was also so gud,2020-09-04 13:48:47,2020-09-05 01:48:47
RVW0078,801ad870fbcdfae41bd492be8976cbc2,6a50f6039c1a07d6426115947a4228c6,PRO026,4.0,Perfect product!,Full value for money product.,2020-04-25 01:07:56,2020-04-27 01:07:56
RVW0079,cbb0c3b7cdc8206fdd747d618dc71af1,4205323b7e61206381c17d9ed218bc60,PRO027,4.0,Nice,It's cost is available in my budget and this is amazing product,2020-06-07 23:25:32,2020-06-09 23:25:32
RVW0080,4068a5daf06244e4aa1a85a67983cc62,6262ea8ba816dc9e2a15983222ebf04d,PRO027,3.0,Terrific,I'm happy with this product,2020-03-29 05:05:01,2020-03-30 05:05:01
RVW0081,40f7051042336b961ed4d8170f73bd41,2e4944041038aa2b71a74eab8d9b819c,PRO027,4.0,Nice,totally satisfied with this product and with courier service also..,2020-04-30 01:54:11,2020-05-03 01:54:11
RVW0082,376ae7556f341edea2995422a5fa74a6,c5cdbbfb12f3ef65f0580b2899571775,PRO028,3.0,Classy product,I got the prouduct with great deal. Nice packaging. Fast delivery,2020-07-11 05:05:06,2020-07-11 17:05:06
RVW0083,5658e0069bd2fa9423e4d9d94469b7c3,4bee7310eb7a2e6ff35cef3c2b3e0f5f,PRO028,2.0,bad quality,"Was very excited when I ordered, but it has disappointed me so much, dont buy this",2020-10-14 21:38:26,2020-10-16 21:38:26
RVW0084,030e9e4de3076fb365bf6549b920215a,01f96fafaa1d1e365ad47f54fba4c106,PRO029,5.0,Classy product,The product is incredible in nature.... Just thanks for offering a nice deal for this product,2020-06-23 09:13:40,2020-06-26 09:13:40
RVW0085,73befa10ba4ce911961d44fc641180e6,44c5f85df3f278cf885d8e9f3fbdc4e3,PRO029,3.0,Value-for-money,I got the prouduct with great deal. Nice packaging. Fast delivery,2020-01-27 04:32:18,2020-01-29 04:32:18
RVW0086,80b9515e62b3dcb4da3c324967e6af86,eb8604264c616ccf2c09262519d37cc4,PRO029,2.0,Waste of Money,Delivery was very late,2020-06-09 22:16:13,2020-06-11 22:16:13
RVW0087,a43bf41cb94b07041262735892521605,99894d64cc603d4288c12feeea4cd198,PRO030,2.0,Useless product,Don't waste u r money,2020-04-25 08:35:26,2020-04-28 08:35:26
RVW0088,6e810ea04c2e8b0bd5983f29be221d11,5bea6d07f718b9f709d04810c560ffb6,PRO030,4.0,Worth the money,Excellent quality product very satisfied with the overall experience.,2020-05-31 00:22:36,2020-06-02 00:22:36
RVW0089,6e810ea04c2e8b0bd5983f29be221d11,5bea6d07f718b9f709d04810c560ffb6,PRO463,3.0,Must buy!,Superfast delivery...value for money,2020-06-02 00:22:36,2020-06-02 12:22:36
RVW0090,e734700453d78cc2958b64b3b5613bcd,35fe8918157ce955294e67afe90f3782,PRO031,3.0,Fabulous!,I'm happy with this product,2020-03-20 03:10:18,2020-03-24 03:10:18
RVW0091,e1cefbb06b22dd8349b9f4797a338b58,dfde4831d648dd3f56cdb221ef844e3b,PRO031,1.0,Waste of Money,There are many better options in the market which are very superior to this.,2021-01-06 14:45:55,2021-01-09 14:45:55
RVW0092,3bffa7b0b14b8da97ced87564e8cae11,c2c015c222df129ec56095380b34a3f0,PRO032,2.0,Expected a better product,"Not so great product, could be better.",2020-05-31 15:36:32,2020-06-01 15:36:32
RVW0093,6dc866fe5592428e07b710b6dd22a920,f3ab9ca7b6a450eaa47bdcb67175ee74,PRO032,4.0,moderate,I am thankful to flipkart for this wonderful order .its an amazing product .very nice packaging,2020-07-30 14:36:20,2020-08-01 14:36:20
RVW0094,21f3d0f22004d8bad479ca281e1f00a2,e2bbf69f932758880f88508bea6207a4,PRO033,5.0,Nice product,"Very good quality product, got a nice deal and was delivered on time.",2020-03-18 20:00:52,2020-03-22 20:00:52
RVW0095,c4b8f31cb06079bdad3591ad9adc2d19,92074364e1af80a6ca822ae3141a7d77,PRO033,3.0,xcellent,Nice and fast delivery within the promise time. The highlight is open delivery so we can cross check while delivery the product and no Plastic bags for packing..,2020-08-31 09:40:48,2020-09-02 09:40:48
RVW0096,575c25ea64e39b4c7bcd67d46a1fd1c9,2fad1e5ed0a50e12c9c6e22e5548e1e7,PRO033,3.0,Worth every penny,"Great product, must buy",2020-04-23 19:28:18,2020-04-24 19:28:18
RVW0097,e62a2c7e26cd6f85782df6f5e4e36264,1481cf5f02418d2ba16f2ded358c1c2c,PRO033,3.0,Really magical.. :),"Great product, must buy",2020-01-30 05:19:31,2020-01-31 05:19:31
RVW0098,edfe3bc4d2b074eedb26e934a171f2f6,a82ccd7c6196559e6f92fdd3978c034c,PRO034,4.0,xcellent,Thank uu guys m happy with the service and delivery service is too good thanx again,2020-04-02 01:05:11,2020-04-03 01:05:11
RVW0099,481108b01977381d1a999e86ca953938,ef2632671769cd78a10d1deeca649078,PRO034,4.0,Perfect product!,totally satisfied with this product and with courier service also..,2020-03-15 08:32:41,2020-03-19 08:32:41
RVW00100,03ee63602079004d0098fecfc1d4cfe7,5b185f5620291f8d0011e4fa3a7a3e7c,PRO034,4.0,Really Nice,Superfast delivery...value for money,2020-08-31 00:08:00,2020-09-02 00:08:00
RVW00101,07883f86dff5e5622fe054225f176aa7,79906f0eef6c66263b18eae85af1573e,PRO035,3.0,Good choice,Thanks for the delivery awesome service by delivery man,2020-05-30 18:27:58,2020-06-03 18:27:58
RVW00102,8c64ba171311b3312bd880905b8da534,1f379abf4e56ffb85af05ff3bfad4ca7,PRO035,4.0,Nice,Full value for money product.,2020-05-08 20:29:17,2020-05-11 20:29:17
RVW00103,efb6786e7cae312c673bb5ac3a677ca0,46efdd1ffd0e8c960ee3376ae2f119ad,PRO035,3.0,Worth the money,packaging was great ... a budget deal.,2020-12-11 06:56:36,2020-12-14 06:56:36
RVW00104,8833d3b8b1542d8a6a0e0ba4376cf172,d5f9198f26562d9150d2480290e7935f,PRO036,4.0,Worth every penny,"Very good quality product, got a nice deal and was delivered on time.",2020-08-26 17:17:25,2020-08-28 17:17:25
RVW00105,d09937858506b4fd15ea217ad6c16a95,4f93c6056cac7dad802e12622a468703,PRO036,2.0,Unsatisfactory,"Very poor service, the condition of the product when delivered was abyssmal",2020-12-14 04:14:45,2020-12-16 04:14:45
RVW00106,fd3099e9b0848ad9cc6e82c2dacb1bbe,5bd0f7fc46098d240d44f74e5c4bbe48,PRO036,2.0,Expected a better product,"I have ordered products and it was not received at my end but when I have contacted customer support, they declined to acknowledged my complain about the same and continuously forced me to agreed on false delivery.",2020-12-10 12:40:52,2020-12-14 12:40:52
RVW00107,243e51c6daa403a763ee38c31ebdb883,2de2bcf503940c1f1a9ebfc58f40c543,PRO037,2.0,Expected a better product,"The quality was so poor, I'm dissappointed, never ordering from here",2020-01-21 15:58:51,2020-01-23 15:58:51
RVW00108,9743ae8710712e56c645d9dbf4bb8fec,196d61c804eddccab4441e7a7cc781e8,PRO037,2.0,Absolute Rubbish!!,Waste of money dont buy guys,2020-05-03 20:02:33,2020-05-04 20:02:33
RVW00109,ff3a45ee744a7c1f8096d2e72c1a23e4,bfd7b93c28335b4b8cce03a5133c0114,PRO038,3.0,Highly recommended,packaging was great ... a budget deal.,2020-05-18 02:08:50,2020-05-20 02:08:50
RVW00110,9cd721f408e8bf94b981ebe34f7007c4,e9962ffd9f9c6c9f801ecb83234d070d,PRO038,5.0,Super!,Thank uu guys m happy with the service and delivery service is too good thanx again,2020-08-11 03:38:51,2020-08-13 03:38:51
RVW00111,fa2cfb69189369210d02d7f26fb6d59d,8998916ec8835c7e91dda0f4a10c9a67,PRO038,5.0,Awesome,"What an amazing quality product at such a great price, would recommend 10/10..",2020-07-13 14:17:22,2020-07-14 02:17:22
RVW00112,119c7049e648e0c4073ceceab6c3cd3e,1a4b78d85fa4ba4e6411700e62e8417c,PRO039,3.0,Best in the market!,totally satisfied with this product and with courier service also..,2020-12-11 16:51:07,2020-12-12 04:51:07
RVW00113,9bfc2f3d9f6bdb2f0222e3220a7385f6,82883b04e133c829127d3a45aeeb598c,PRO039,3.0,xcellent,Thank uu guys m happy with the service and delivery service is too good thanx again,2020-12-02 00:19:35,2020-12-04 00:19:35
RVW00114,62f872bdf7d50fa3d2366c245f92d002,33653a722db1d2f6bfe739b3a07f11d6,PRO040,3.0,Perfect product!,totally satisfied with this product and with courier service also..,2020-02-04 16:24:24,2020-02-08 16:24:24
RVW00115,104d88e666e2ec697eee4ce419862e5a,386cb027574f8b9f9aa17cd86ecce6b7,PRO040,4.0,Brilliant,"Timely and safely delivered, nice job",2020-05-30 05:37:27,2020-05-30 17:37:27
RVW00116,d12a47d442a17b323b1a2cc05b2c217b,a02b819fdeb1a2e7c894b46763b47f44,PRO040,5.0,Good,"What an amazing quality product at such a great price, would recommend 10/10..",2020-07-10 07:16:05,2020-07-10 19:16:05
RVW00117,d12a47d442a17b323b1a2cc05b2c217b,a02b819fdeb1a2e7c894b46763b47f44,PRO088,4.0,Really magical.. :),"Great product, must buy",2020-07-12 07:16:05,2020-07-13 07:16:05
RVW00118,76aed3603faee7c84cb4b6857f655a9e,a340a31c375e325235ebea62465f3f24,PRO040,4.0,Delightful,Full value for money product.,2020-07-26 06:36:42,2020-07-29 06:36:42
RVW00119,a551834624af764f01a27c3677e583e4,84d24bedfabf04b1cb2a9214a7dffc72,PRO040,5.0,Good choice,"Tihs product, amazing excellent fantastic super and 2 good",2020-12-08 12:13:39,2020-12-09 12:13:39
RVW00120,a551834624af764f01a27c3677e583e4,84d24bedfabf04b1cb2a9214a7dffc72,PRO663,3.0,Really Nice,Excellent quality product very satisfied with the overall experience.,2020-12-03 12:13:39,2020-12-04 12:13:39
RVW00121,c24eb1596ada91fe820fe0a5af003511,b012fad340eb3e8c7d7b2b193be76831,PRO041,4.0,Good choice,totally satisfied with this product and with courier service also..,2020-12-18 14:15:21,2020-12-22 14:15:21
RVW00122,5dcc65f0f55ef1d3cfe2d7c90349e23c,0d41b93aa65d7ebb7b8b1f091ef6644c,PRO041,3.0,pretty good,Full value for money product.,2020-08-28 18:04:51,2020-08-29 06:04:51
RVW00123,aa8e678261a5c83986ed3be5314c033d,c85b57d305ecdc88bcafb087e60a658c,PRO042,3.0,Awesome,The product is really amazing ❤️In love with the product,2020-08-16 11:34:29,2020-08-20 11:34:29
RVW00124,26967c9a40c842f7e0067b4ef5489082,0a80c615ad59007c4745f7b74a9759c5,PRO042,1.0,Absolute Rubbish!!,"Expensive and old product, not worth it",2020-11-13 12:25:35,2020-11-14 00:25:35
