order_id,payment_value,payment_type,payment_sequential,payment_installments
0039500db36d50d7d0bfaf23723550f3,16216,cash,1,2
003a94f778ef8cfd50247c8c1b582257,2686,cash,1,1
003cc6161d7a2593f2525cce0c330d32,25977,cash,1,1
003d804eef0e1b856881cd18e0cc0d4c,26853,credit_card,1,1
003d9fc84ad902adf2265248b5ffe1a4,7668,credit_card,1,1
003edccf16bc5ec447f592913b3df2b4,10097,credit_card,1,1
004157daafa0bc8672e01f00e4f0c04f,44715,credit_card,1,3
0044c6f6d22dd280534344177c81b989,7621,credit_card,1,1
0046e1d57f4c07c8c92ab26be8c3dfc0,11742,credit_card,1,2
004ca5ae248069d68e8594df8abf6ce0,14002,cash,1,1
004fb5e6f90a178dc74ad2b016649249,13174,cash,1,1
00526a9d4ebde463baee25f386963ddc,17763,cash,1,2
00584d79015452d19fd3d044ba3abdc0,8009,credit_card,1,1
005d9a5423d47281ac463a968b3936fb,4543,cash,1,1
005f25968fc854ea16fb16f5bdbc87c7,13301,cash,1,1
00602f25bffa1dcfb71e202fbf9824fb,11469,credit_card,1,2
00611822267e76e0055c25c18506f06e,19073,cash,1,2
00664284de7a3470d22931ed78615ee4,2250,cash,1,1
0066a1fdaee16ad5022c5ef979d0b661,11515,credit_card,1,2
0068468c453d28c8ef3fd089e50a5847,34592,credit_card,1,1
00685d31ae12e47470ba5c18ba74f22c,38566,credit_card,1,3
0068fb0e223115e911d362627e8b8800,16026,cash,1,2
006cba07f62f921fe4f58365bde2b2eb,1208,credit_card,1,1
006dd93155bc2abd844cc5eed3a0fe7f,2276,cash,1,1
006e05e81c068ddc38e48ebe189b922e,26093,credit_card,1,1
006e43460a55bc60c0a437521e426529,10115,credit_card,1,1
006f7dfffe2d90809598e8f1972b829b,995,credit_card,1,1
0070092bb6004faafa287e5fc35971e9,43180,credit_card,1,3
0071ee2429bc1efdc43aa3e073a5290e,11010,credit_card,1,2
0072847849eafe70995fa51a714c81ac,6169,credit_card,1,1
00750f68bb64537034e93554c64b41b5,19356,cash,1,2
00756576f4e494406945ac21cb82cfe0,24707,cash,1,2
00772b2af35643653f108fdac1155ee3,3515,cash,1,1
0078a358a14592b887eb140ef515f5ab,14844,cash,1,1
0079bca8e89bd52fdb87408e4f3fb94d,4856,cash,1,1
007bbb40c95870c0f75a7855f2636c65,14987,cash,1,1
0081ce648af7d6a7bac2a93b6035d1e3,8761,credit_card,1,1
0084e195fbd72ae51599af47f04afede,17157,cash,1,2
00858d03144cc35cfd1dd043647e7c88,13611,cash,1,1
008720830a8a30e39e6f22f81818a141,12035,credit_card,1,2
0087889a1c836be17f58afd7f1729a4a,11301,credit_card,1,2
008a1b3db2a8bf63418c2cf7c7f494b1,24090,cash,1,2
008cfe221ab054c89bc31720098cca51,10235,credit_card,1,1
008d9bf350ff02ed444b3452cf3f57e0,39310,credit_card,1,3
008dd5e80ebf8f849aa0c5bf4e22ce7a,14286,cash,1,1
008f831b7185cff7ab35a46c37d64cd2,7539,credit_card,1,1
008fab5602c441d51f30b1464f5d4643,26275,credit_card,1,1
00921e4911895b93c7b4fc0d80c0815e,16274,cash,1,2
0093cbf16a6afb7f0ab7cc821b6f9e92,15378,cash,1,2
00946f674d880be1f188abc10ad7cf46,9761,credit_card,1,1
0094bd07f49fed90209ffa62d1ef26d6,11133,credit_card,1,2
0094d4660e323945f84f5c29eb348aae,19474,cash,1,2
0094dc9ea7e3cd54d95aea42685673ff,48553,cash_and_credit_card,2,3
0095790a64527ec83aeaaf99023c050e,4776,cash,1,1
0096668e5b0b8e9657a6f7209a4e58b4,31789,credit_card,1,1
00975e709cd12c34d3bd44e4a7f7a876,74355,credit_card,1,3
0097aafe2a01dd54e39888976160c377,12422,credit_card,1,2
009838529bb913846ab6670d22865381,27465,credit_card,1,1
00998f38df3012359ef195ca75ebb329,15954,cash,1,2
009c278fa2ed6e7ec498200b60193ca8,11100,credit_card,1,2
009fa9bd0d92710e840793bfefa80867,11740,credit_card,1,2
00a0116ff15ff973ea16bee881208ae7,10997,credit_card,1,1
00a13ab02fbe82f78cd84f14e41564ed,27260,credit_card,1,1
00a174dbf11967d260033fa6ab711493,12220,credit_card,1,2
00a1e977cf6e672402963940db55d919,18731,cash,1,2
00a250dbdb3153cc6ecf4d3f07ef6a17,25554,cash,1,1
00a379dfab816a83741012b71b264098,12246,credit_card,1,2
00a3a334aec7455a6d3319981499a3da,17177,cash,1,2
00a3f1ef430d3984dece2f39d6cbf431,30637,credit_card,1,1
00a4d94df1c9757661679b2f4bd6d311,7802,credit_card,1,1
00a57dfbb049fbaae10763e2cf15f797,15334,cash,1,2
00a690becda145533fa5a54daa7b6ad5,16638,cash,1,2
00a843f5a80c7aea894c558acc29f513,15940,cash,1,2
00a9536682ecb394a3794c1608200803,77176,credit_card,1,3
00aa423621f35a9ca6c6240f275b0640,28434,credit_card,1,1
00ab210695a17fe10e6b23616ae5bc97,20934,cash,1,2
00ab9fa91aafa3d881164b0da48999aa,9166,credit_card,1,1
00ac2a1ec784f71feeb7ba1e5959750d,7025,credit_card,1,1
00ad1a02d4d9decad15c7e8f8a9470cc,12249,credit_card,1,2
00af3d9ddff7f256e83d79247dbe1a9f,11561,credit_card,1,2
00af53fdc2002f5b6a8f16db648e003b,34888,credit_card,1,1
00b1861aeb89afa498404c684148a619,14850,cash,1,1
00b2d2f2b5f7b98e6b1828764660134e,11580,credit_card,1,2
00b402e8a76d3da83714c52d3977cc2d,11953,credit_card,1,2
00b44ba3d7c4a5e9a9ebafef9150781d,2762,cash,1,1
00b4a910f64f24dbcac04fe54088a443,26812,credit_card,1,1
00b676b01c289cc661c6f7732492771a,21281,cash,1,2
00b6e66f005a657a6b13eedcacdf9342,14069,cash,1,1
00b8d354b36820e9d6131fd5173c5581,11202,credit_card,1,2
00ba414462370af2d76195d12e0d5481,16926,cash,1,2
00bcee890eba57a9767c7b5ca12d3a1b,17029,cash,1,2
00bd2cb7e9076e1ccc9f766fc01a4cfd,15028,cash,1,2
00bd50cdd31bd22e9081e6e2d5b3577b,3971,cash,1,1
00bd8cf08fa3998ea6ad6d16c2165822,15568,cash,1,2
00bdcdda88e6b02977fc6ce3d412c600,13077,cash,1,1
00bdebefeb760588a3425fad9dfed3d9,5473,cash,1,1
00beb247698c6aae94e3f859d279e2cd,18179,cash,1,2
00c00d5b36157595e21108ba1da2828f,6521,credit_card,1,1
00c405bd71187154a7846862f585a9d4,15228,cash,1,2
00c47cfa491ef55779ec7557673087fc,8737,credit_card,1,1
00c47fefb9a49baec12ab3654d7f548e,12206,credit_card,1,2
00c81b6675ef9ecaaff5fc1d6720b96c,9680,credit_card,1,1
00c826c901ab01b6f598a8f0c9b56b82,12064,credit_card,1,2
00c9474e0334f7a4ffc8c3a8bd21a51e,11400,credit_card,1,2
00c95282163553a982f38481f9488481,13626,cash,1,1
00c9d0257381c7e9ec13b4505f25b2cf,529,cash,1,1
00c9d9e61ed13f5bf2f0344da1aa4775,6704,credit_card,1,1
00c9f7d4b0e87781465e562dc109f6aa,16533,cash,1,2
00cb18db3d9c03f8386e7fc70cad2504,43169,credit_card,1,3
00cfabbe2a93b70beeec4894f86712a8,9342,credit_card,1,1
00d03eb3425f41a599ae2f788e23c07f,6624,credit_card,1,1
00d0ff2017f9ea13dd7eec7470ca473a,6885,credit_card,1,1
00d15ff0236872686e4899ed1ce680ad,16092,cash,1,2
00d4439957b7fd3f8da4a33a965817fb,12287,credit_card,1,2
00d50baf1bc56a3c59de1810a6b84b0d,4689,cash,1,1
00d85bfe0e28c91b69d0fe1f29255a31,29051,credit_card,1,1
00d94e8901b75ee0d6ef1f87f947b666,13119,cash,1,1
00e054d0da011d5016f31011af488f4f,29023,credit_card,1,1
00e1426d4c79f2e022570012c1ff57ed,14126,cash,1,1
00e63486fad9d24645c9c84ed77c15fa,7366,credit_card,1,1
00e6bc6b166eb28b4502c1cad4457248,8385,credit_card,1,1
00e7ee1b050b8499577073aeb2a297a1,9044,credit_card,1,1
00ea33f994bec0bbfda582074083ae12,20590,cash,1,2
00eb7b95af5ed25aaec66d4ff5295846,2682,cash,1,1
00ec95a58b63378d4cc06d196cdefdf6,11320,credit_card,1,2
00ed64bc080d87b4ab7f0c433bc5e98f,30951,credit_card,1,1
00eef7fe9e315a85d1a61a50cccb2494,6269,credit_card,1,1
00efb72d8e18533f736e86770705d094,22908,cash,1,2
00f1a34f176151c4dcbd802c244e1072,7463,credit_card,1,1
00f1bb0af030935db1745ee28367ea26,11977,credit_card,1,2
00f1c7c1542f5f86c3091749d9e939d8,4171,cash,1,1
00f1cc7439ccb8671133776d1829faf5,118718,credit_card,1,3
00f2a3509bd600bd1a06a48353788d93,15944,cash,1,2
00f324f6ec332cd73ef8be4888573662,12066,credit_card,1,2
00f33ee62c15223679d3550e751c37cd,14975,cash,1,1
00f57f2ccce2a2e3f393fe8f5e616e0d,8038,credit_card,1,1
00f5fbdc777e8198c1ee008122e28ae3,21271,cash,1,2
00f621226c6f4e938348f6f3a71fdc62,22708,cash,1,2
00f6dbc6195397197ee147ee45607a2c,22968,cash,1,2
00f86b368251d739f1896d41469b2b7a,12296,credit_card,1,2
00f8fc0cb9d9b7813f1f54fbd75426f1,24527,cash,1,2
00f9b0236a85fb8a06fbd9b9c53fddd8,19249,cash,1,2
00fbcd8b120e5706c58b9d1a0026a7da,2426,cash,1,1
00fdb72e467da6f3b000b19b368a6cf6,19255,cash,1,2
00fe20fc069833ab95021b46d6862646,11801,credit_card,1,2
01006620eb4732deec44be4b0d9e33cd,6711,credit_card,1,1
01015fb6493ea5b9ba105c80b5452da1,6383,credit_card,1,1
0101aea69a09e1aa32caa6dbaba98503,22090,cash,1,2
01029b44abe6e15c8df48b1b759ab437,27548,credit_card,1,1
0103878b7ed86b6ec873cfae01379472,19934,cash,1,2
0108c64ec135e4a7a75e9b5102af9bfa,16036,cash,1,2
010a35dc7fc3808a03d243d2fd8c6e35,50728,cash_and_credit_card,2,3
010b0f6bd323a9effd095a743e660f26,27994,credit_card,1,1
010b143d83a59b355cd5a75c0f0fd785,4753,cash,1,1
010d14f76a229c295260e4ca4744acc7,13800,cash,1,1
010e04b5f879320f29a9bd6ca41abc94,15415,cash,1,2
010efe60bdadc9261d1902f3c1dda5f3,9466,credit_card,1,1
010fadb12341d8253d920362fc8f7a16,6348,credit_card,1,1
010ff1cfe12f3094577e72b7bcecdf98,13909,cash,1,1
0110688c40ff035d672af3aac1f38f10,18010,cash,1,2
011080783e02d05b26c8c158b3653a42,13190,cash,1,1
011105c3b5b8693eda1bfb1f152cec2a,43171,credit_card,1,3
011108c8a3d6eee6807f48a2e639439f,14705,cash,1,1
011331376a4c6cc7a9e5bc165ec169d0,12031,credit_card,1,2
011375f941b3695c3c3ee58bfe0d3655,8272,credit_card,1,1
0113affd907a209209ab08413bb54226,13958,cash,1,1
011405ae7b89def8ffb3468eb29c299d,35777,credit_card,1,3
0115abf6b892040abfdd5bdfcb6b2c51,24664,cash,1,2
0115f8bb1dc16d3fac863ce1deb037b6,17047,cash,1,2
011667ae100a333a3051c9a23e3f0283,22772,cash,1,2
0119e98feb97441cb456c010c25b04ff,4765,cash,1,1
011a43bc9bb525517251ebb3ebc99b69,19907,cash,1,2
011a56023faf5bbb9af634e20a85f7bc,8845,credit_card,1,1
011abf147a69ba486bae3a74b6cd1814,6979,credit_card,1,1
011b8dd4f8c36fd4fcf50643ce91d58a,6164,credit_card,1,1
011bf86f1b7dacebda2c874333cf656b,13692,cash,1,1
011c899816ea29773525bd3322dbb6aa,2945,cash,1,1
011e6e76dd0cd56d26b5b0cb036e80a8,5628,cash,1,1
011f9dff2545a2cf8ac1809faed3ec88,81376,credit_card,1,3
011fcb4fabb3e142579ad63472b11227,13469,cash,1,1
0121cfa7c946e6589f50d7012d3eb5eb,3941,cash,1,1
012248555cb0bf51df99199cef81d562,21440,cash,1,2
0122e81ff800460e44bb9c983ff2a2fd,10833,credit_card,1,1
0123098b96f3d4014545642be53d891c,10471,credit_card,1,1
01237c761ffb72594a466ed514518af0,5725,cash,1,1
0123a055aa66357326dd6db066592a7d,10375,credit_card,1,1
0124f01177fc17cf20e1974621fd759a,11699,credit_card,1,2
01255808a3d38a8dd69aa93265a4cb88,9091,credit_card,1,1
0128412231f9fe9d7e944eea5392fc6b,23506,cash,1,2
012973f4cb6743d00d7e2644ddc8804c,26988,credit_card,1,1
012a238ab54294a3b365812ccc82b135,25504,cash,1,1
012d8cbea490e6102cee6a2088aaa785,6977,credit_card,1,1
012dc9e42da722d22e32c618a2521bec,6711,credit_card,1,1
012eab2625c5f8aaac6f37f2c19ef62f,8608,credit_card,1,1
012f255bd5034b8e7fb3c91566a91cc8,3941,cash,1,1
013037c3f1773cc8fdbaf8ff54d8013b,29684,credit_card,1,1
013056cfe49763c6f66bda03396c5ee3,20361,cash,1,2
01311f2795d8463a11f9422173687696,37091,credit_card,1,3
0132451f29a10b66a5cf1bacc85f9afe,16885,cash,1,2
0132d77609dd6e1867515ec57d898c10,29154,credit_card,1,1
0132f39e8ad9b42ad2d41c847f44c0ed,16288,cash,1,2
0132fef017ccf586491ca3685de667df,18005,cash,1,2
0136390286be8a34efdc801ed150568f,13399,cash,1,1
0136bcc7370d7fdf44bd916a6dd583c6,8585,credit_card,1,1
01380d0df5b7dc8bd13f2266a57bd42c,12933,credit_card,1,2
013b811ba81339b7634ab5231c547e6a,14413,cash,1,1
013bc5ce14f856d31efc8bebdc3a278f,6138,credit_card,1,1
013d92e415d1de7bf3b3b706f1b6d292,11336,credit_card,1,2
014176e9538672a32d2a9b73bf53a31f,32455,credit_card,1,1
01422b2c3c27fa3bc464e72eaed9676b,14329,cash,1,1
0143924743f240e1fdcd6a8918fbe147,22664,cash,1,2
014405982914c2cde2796ddcf0b8703d,31594,credit_card,1,1
01442602b15d4127a84ca6ac1507ee2d,28631,credit_card,1,1
0149c597dcc0963d7315f904495b631c,12863,credit_card,1,2
014a0793ab3d930d6f3b206cee474af4,27813,credit_card,1,1
014f1e63f9bd4f5578edcf4e5c305a0a,22380,cash,1,2
014fc889637133d9075190ba873dfc03,23523,cash,1,2
01500f2503fa84279982d9d87750021a,20383,cash,1,2
015183dcb37f19e0456905fa5aac0b69,7248,credit_card,1,1
015975a1ff4fdab8ae6f42eaaffd39fb,10496,credit_card,1,1
0159b449009b3f8748ed7c56e9d84afe,7571,credit_card,1,1
0159c6355a4e32f6ac68d838e2228150,20025,cash,1,2
015a7c64361928a0782ec0e705174b6d,19593,cash,1,2
015dd4d6681d1d15c0afebef64a0a092,31562,credit_card,1,1
015e051dbb2407d4bd305635e46b732f,8865,credit_card,1,1
015e6682b50c824bfdab6b866f937936,15953,cash,1,2
01625f404436eb3cb98cba1e9433db29,21927,cash,1,2
016495aaab3fb481dc9decab2b4fdbfb,7187,credit_card,1,1
0166ae6ff6d450bbac3eb4ed2885c0f8,19531,cash,1,2
016726239765c18f66826453f39c64e3,14281,cash,1,1
016754282c7690ebd6658f9f8e0a49bb,17007,cash,1,2
01699d74ff89d35f15093f83d7783c39,24140,cash,1,2
016a6dbc80aea6e2d217d2bedbc7b59e,9724,credit_card,1,1
016b451bbcd4f0766dcbeb082cfe89db,9097,credit_card,1,1
016befe103ce7c9e5b1b7ef359777eea,2923,cash,1,1
016c6bb57a9de6b4e8f938fa6dde61b3,59749,cash_and_credit_card,2,3
016fbc333d66b414be541c6159576c40,4449,cash,1,1
0170e40334131d971605ae70efb33e4f,8364,credit_card,1,1
0170fdd7ac7c7bbad5308207bd25a679,13448,cash,1,1
01719300f9ca182b8361556a3873d8ed,430,cash,1,1
01721e0729fcb75ab238248fdbb48eeb,17636,cash,1,2
01725657be56c432d5aaa2f914ae2c56,14873,cash,1,1
0176a6846bcb3b0d3aa3116a9a768597,27266,credit_card,1,1
0176e50f3853fa068127afa3daff6402,18821,cash,1,2
01786fff06f2f7e8a83950c4b3b424ea,23032,cash,1,2
0179a3003c894f1dd3b1ddda5d1f8a12,31162,credit_card,1,1
017c16deefc1868a33a5966485ea4721,13521,cash,1,1
017dcb6892d4469a13dee34f241f8c4e,7950,credit_card,1,1
0180ebc47853bfc5997af28f5a7e8849,10141,credit_card,1,1
0181409c6498f79e161dde79c2a7dc59,28156,credit_card,1,1
01825d0debce07b6502f4aff38a00e69,29746,credit_card,1,1
01835ef41c5ac66dd9ec6084fa1d0533,8375,credit_card,1,1
0184d4ddb259e1a4cfc2871888cf97b8,16839,cash,1,2
01855f880aae9a984c7c33b26fcf2e02,16345,cash,1,2
01882618ede11253381513166b49429e,20676,cash,1,2
0188ca1fe398161f0f310fec985ac155,14343,cash,1,1
018bb1508d9156b81990407b91fb35a8,29616,credit_card,1,1
018fb228a3dd1a16349e73d2e41b239d,7314,credit_card,1,1
01908071e35fdc75bc0d7764f153abc2,5854,cash,1,1
0191bbb5166d4b9a68df11797d5acfa9,27572,credit_card,1,1
0191ee5deb2474bc1f4189fa709289b2,21500,cash,1,2
0193517cd10a54473b6fd8392b58313f,19595,cash,1,2
019440e41e276668d99d996d5d1a22c1,9740,credit_card,1,1
0194686a55eb0a869321fb107f4d114a,35629,credit_card,1,3
01946da9e2db8bab61d79296c037ee1f,20863,cash,1,2
019536ad39a0dea8bb75c00359a0386b,2691,cash,1,1
019886de8f385a39b75bedbb726fd4ef,8439,credit_card,1,1
0198c71148c2e08c7c52b860f640fa4e,7771,credit_card,1,1
0198e0de42189b3941d46857a87fac91,5955,cash,1,1
0199115a1cbfc272c5bd53117772a64a,5668,cash,1,1
0199edc5b01351df8e73a674aa473ee7,2383,cash,1,1
019a242bea1553b3b7e12bc38cb57a23,17583,cash,1,2
019aaee09698daf81dcffe9d94a18b5c,12681,credit_card,1,2
019b02e139cfcd97f93366f7a38f5695,17593,cash,1,2
019b8e16e30c8b9ad9bf87e039a27765,7409,credit_card,1,1
019d029f0b101343d44017d249b1f64f,5731,cash,1,1
019d79b37e56c6d56d6323fed0c54d70,6633,credit_card,1,1
019e03014ec20cc2e3b180cdcf90b4e8,8790,credit_card,1,1
019edbdfeb6923e55558362c2b84ec37,28821,credit_card,1,1
01a1553cddb473cec004af5ce2192f1c,26049,credit_card,1,1
01a15ee6a1b9050e7678b72cb4c3b486,9255,credit_card,1,1
01a26a995dcef1d58bdee5b8862c7a02,1175,credit_card,1,1
01a49649881d677e0c901ca0f6564382,26291,credit_card,1,1
01a6ad782455876aa89081449d49c452,148259,credit_card,1,3
01a921eb5bf5df0c2990e62563ceca49,11291,credit_card,1,2
01a9d731c0f08f4f79c10b7679dcdebf,13944,cash,1,1
01ac6cbac1cda667c97d35046b75668f,19919,cash,1,2
01af7745a283aeb0f0754495c4b51ac7,8185,credit_card,1,1
01b02139ac5f79a5de2c56284af7bb3e,27086,credit_card,1,1
01b06b4d63c340902dbe3d9f8b2fe821,11778,credit_card,1,2
01b1800f51715ab76f67caf732206437,9607,credit_card,1,1
01b276e7af1d9e3ed34b431d39f45fa1,12267,credit_card,1,2
01b330808c5819a6a3cb79b72f0b8288,8116,credit_card,1,1
01b37f50cf3098b3dd9d0450a188348c,22022,cash,1,2
01b4dfef1c8848e8c0431ce17f5f72ea,19109,cash,1,2
01b538a0b1a9eeecdfbc03223190e4bf,11004,credit_card,1,2
01b94d6940365deb1eedb643ba43114a,4175,cash,1,1
01ba82170ebb683c73793bb809bbf1b9,17789,cash,1,2
01bae920aea13b891b50bc1543634a65,9615,credit_card,1,1
01bb52d7a8dffb8bef5b79268487cd10,29580,credit_card,1,1
01bc343311e5b8090b64d6ab287a5cf0,8925,credit_card,1,1
01bdc09119b132e176e5c8f2cf68b0ac,13952,cash,1,1
01c156f67900e1f33d1234ce92cb18d9,61341,cash_and_credit_card,2,3
01c1644529b18608f086d2ff0f3b8181,13026,cash,1,1
01c18108db50c163daf7dfe461093fb7,8930,credit_card,1,1
01c1f3c10d2641a10cfd97ffaac0b3f5,13665,cash,1,1
01c26a0b2736899633cfd6a3c1749428,25956,cash,1,1
01c2c8708930c4fb8ed278dfe7ec93c7,9339,credit_card,1,1
01c391e962558d0793e8dd8f6bad0999,16570,cash,1,2
01c4766d43d50d892132f7bb04d97300,4391,cash,1,1
01c7b08f0c05952ce15edb928bb63d2d,25698,cash,1,1
01c886b4b865797097ab2d051ae30cfd,22456,cash,1,2
01c998b70e420ec36563386a4b71c6bc,20570,cash,1,2
01cbdb2a8c075eaf248af643b3389f73,20209,cash,1,2
01cc355e35cf24d314afe6de16c38712,14823,cash,1,1
01cc71a8154340ae61126b5ee9b48fef,9073,credit_card,1,1
01ccc64a2b38fdb87c25cb1944934670,14506,cash,1,1
01ccfbb0ddf88340b6eed3f1370bcf0c,7948,credit_card,1,1
01cf88c5fb4298435526a5995720807a,21569,cash,1,2
01d0aabab5da85da61bbd4d40882b82c,9242,credit_card,1,1
01d0f6cd01d79574621a56a1b9e21019,6729,credit_card,1,1
01d13850e74efca9a86fe812940de070,15986,cash,1,2
01d2fc3e47376926a97ae795036db093,4715,cash,1,1
01d48ed99667ce49eaeaa7980a31b987,9115,credit_card,1,1
01d80471e02a3ba49c8e1d0abc2c1a64,8260,credit_card,1,1
01d815029787ce30f6f64900ee93ba37,8724,credit_card,1,1
01d90c5856f7551e108f2a0864ff6e54,38804,credit_card,1,3
01d96f415da1ffc3807bc85852dea189,20593,cash,1,2
01d9a9aa7feccdaf99f7ea832bfa7301,3922,cash,1,1
01da5549f136167573c8a302f008557a,13007,cash,1,1
01db310c16db46c62c3d4e0857990f32,20551,cash,1,2
01dbd2da9b685e6d444416f7825d0931,11510,credit_card,1,2
01dcbb39823b4cda39ddcc6679fb00ac,8701,credit_card,1,1
01dd7b32b57e2e5633984f61e456b046,25185,cash,1,1
01dd912bf415bd6f499af600aebdb866,12530,credit_card,1,2
01dfa7b5bb8dcd546273e480c27043bc,18631,cash,1,2
01e0386aae6c6385feedb58bd4aae5c7,2901,cash,1,1
01e4121d4b2dcfb2ba6b8f367652aee8,18446,cash,1,2
01e51b7c3025655646143d09b911e1d7,14680,cash,1,1
01e662008f03009eb9b97f9333fcd6b4,18835,cash,1,2
01e6f40a293da5a9dc11e49695c7541d,3522,cash,1,1
01e71f17355fc56620b0d3678f796c42,9995,credit_card,1,1
01e84dcdea7f8180214c9cf9f058f0dc,13468,cash,1,1
01e9b3d727e46edf036b0bd549c38bb4,33534,credit_card,1,1
01ea9d9ce4b86204f82b79184897371c,19325,cash,1,2
01eb154e5aa06eaf50851577302a04a5,16802,cash,1,2
01ec6affa239058ac384542eb9f6920c,2394,cash,1,1
01f11912a2c502cc940f607b1f6b2ab0,3844,cash,1,1
01f216b447564f9ea791b521db577ccb,14315,cash,1,1
01f3ed0a20c6db39216985812a092bea,10996,credit_card,1,1
01f48b2a27229e667db384b5b9d5dfa4,25964,cash,1,1
01f5bb59c4e3a373ee5cade4e69ae92f,10475,credit_card,1,1
01f65c9e501f46d2a15af4d2b28e6081,19624,cash,1,2
01f66e58769f84129811d43eefd187fb,3651,cash,1,1
01f67ca8027e959060afd840aa06f465,32527,credit_card,1,1
01f74145603bef2ef33949099b48ad28,11509,credit_card,1,2
01f74d38c7379a28cc0ac3d90e80c7ea,10771,credit_card,1,1
01f78824e3a8e474a36d8dfc2a2c35f4,912,credit_card,1,1
01f99c97a2034ffb373556e8fdb5c7cf,52556,cash_and_credit_card,2,3
01f9f30f42a15cb09e70666d0df18856,12126,credit_card,1,2
01fac9bdfa271bcaf57218f971649ab7,12428,credit_card,1,2
01fba151a6fa8315ff6dc6f29fe2f2d4,11883,credit_card,1,2
01fe473278bb7522f081c21ee8e4cbd4,3956,cash,1,1
02014f2495eef0e869616829d481d743,8808,credit_card,1,1
02036bc298ab3c1efc98b116f420d646,26656,credit_card,1,1
0204196a1fd266bdc00356eb791b4516,25137,cash,1,1
02058d1c3b825765a4ec45968b8a1c97,5103,cash,1,1
0205c3dd6f4d8e348ee72fffd114fec4,13333,cash,1,1
0209ef2fa3cce5eb798c98f5b6142849,10752,credit_card,1,1
020aec76c43508e4214579c52c1133f4,6988,credit_card,1,1
020bc32fbdded2a43147c70a5eb3ec21,6790,credit_card,1,1
020c01e41104519842f8a15605af646c,14448,cash,1,1
020f64bdb28111d057f49277da918771,6721,credit_card,1,1
020f8f4df303ae8aa39b806b766d2681,7879,credit_card,1,1
0210336762a2618a562576d1266efefe,14714,cash,1,1
02119fc90b970a6b0f5f554659843ab4,25624,cash,1,1
0212767fce39149bfc2e12d54be96f65,8160,credit_card,1,1
0218bc1c672e0e92f10a6633ca1cc461,22711,cash,1,2
021d35119e0e191a4fa47715d479b6f8,16720,cash,1,2
